symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
MSFT,2017-12-18 00:00:00+00:00,86.38,87.4999,86.23,87.12,21551076,81.7295184746,82.7891258807,81.5875940966,82.4296787394,21551076,0.0,1.0
MSFT,2017-12-19 00:00:00+00:00,85.83,86.35,85.27,86.35,23241979,81.2091290886,81.701133599,80.6792780774,81.701133599,23241979,0.0,1.0
MSFT,2017-12-20 00:00:00+00:00,85.52,86.3,84.71,86.2,23425009,80.9158187074,81.653825473,80.1494270663,81.559209221,23425009,0.0,1.0
MSFT,2017-12-21 00:00:00+00:00,85.5,86.1,85.4,86.05,16638402,80.896895457,81.464592969,80.802279205,81.417284843,16638402,0.0,1.0
MSFT,2017-12-22 00:00:00+00:00,85.51,85.63,84.92,85.4,14033977,80.9063570822,81.0198965846,80.3481211955,80.802279205,14033977,0.0,1.0
MSFT,2017-12-26 00:00:00+00:00,85.4,85.53,85.03,85.31,9737412,80.802279205,80.9252803326,80.4521990726,80.7171245782,9737412,0.0,1.0
MSFT,2017-12-27 00:00:00+00:00,85.71,85.98,85.22,85.65,13000828,81.0955895862,81.3510534666,80.6319699514,81.038819835,13000828,0.0,1.0
MSFT,2017-12-28 00:00:00+00:00,85.72,85.93,85.55,85.9,9872795,81.1050512114,81.3037453406,80.944203583,81.275360465,9872795,0.0,1.0
MSFT,2017-12-29 00:00:00+00:00,85.54,86.05,85.5,85.63,18162779,80.9347419578,81.417284843,80.896895457,81.0198965846,18162779,0.0,1.0
MSFT,2018-01-02 00:00:00+00:00,85.95,86.31,85.5,86.13,21993101,81.322668591,81.6632870982,80.896895457,81.4929778446,21993101,0.0,1.0
MSFT,2018-01-03 00:00:00+00:00,86.35,86.51,85.97,86.06,24173064,81.701133599,81.8525196022,81.3415918414,81.4267464682,24173064,0.0,1.0
MSFT,2018-01-04 00:00:00+00:00,87.11,87.66,86.57,86.59,21145985,82.4202171142,82.9406065002,81.9092893534,81.9282126038,21145985,0.0,1.0
MSFT,2018-01-05 00:00:00+00:00,88.19,88.41,87.43,87.66,22526563,83.4420726357,83.6502283901,82.7229891206,82.9406065002,22526563,0.0,1.0
MSFT,2018-01-08 00:00:00+00:00,88.28,88.58,87.6,88.2,20293930,83.5272272625,83.8110760185,82.883836749,83.4515342609,20293930,0.0,1.0
MSFT,2018-01-09 00:00:00+00:00,88.22,88.73,87.86,88.65,19390427,83.4704575113,83.9530003965,83.1298390041,83.8773073949,19390427,0.0,1.0
MSFT,2018-01-10 00:00:00+00:00,87.82,88.19,87.41,87.86,18129153,83.0919925034,83.4420726357,82.7040658702,83.1298390041,18129153,0.0,1.0
MSFT,2018-01-11 00:00:00+00:00,88.08,88.13,87.24,88.13,16529868,83.3379947585,83.3853028845,82.5432182418,83.3853028845,16529868,0.0,1.0
MSFT,2018-01-12 00:00:00+00:00,89.6,89.78,88.45,88.67,24000439,84.7761617889,84.9464710425,83.6880748909,83.8962306453,24000439,0.0,1.0
MSFT,2018-01-16 00:00:00+00:00,88.35,90.79,88.01,90.1,35945428,83.5934586389,85.9020951876,83.2717633821,85.2492430489,35945428,0.0,1.0
MSFT,2018-01-17 00:00:00+00:00,90.14,90.28,88.75,89.08,24659472,85.2870895497,85.4195523025,83.9719236469,84.2841572785,24659472,0.0,1.0
MSFT,2018-01-18 00:00:00+00:00,90.1,90.67,89.66,89.8,22931303,85.2492430489,85.7885556853,84.8329315401,84.9653942929,22931303,0.0,1.0
MSFT,2018-01-19 00:00:00+00:00,90.0,90.61,89.66,90.14,34896964,85.1546267969,85.7317859341,84.8329315401,85.2870895497,34896964,0.0,1.0
MSFT,2018-01-22 00:00:00+00:00,91.61,91.62,89.74,90.0,23190700,86.677948454,86.6874100792,84.9086245417,85.1546267969,23190700,0.0,1.0
MSFT,2018-01-23 00:00:00+00:00,91.9,92.3,91.54,91.9,22283365,86.9523355848,87.3308005928,86.6117170776,86.9523355848,22283365,0.0,1.0
MSFT,2018-01-24 00:00:00+00:00,91.82,93.43,91.58,92.55,32107765,86.8766425832,88.3999642404,86.6495635784,87.5673412228,32107765,0.0,1.0
MSFT,2018-01-25 00:00:00+00:00,92.33,93.24,91.93,92.47,23983094,87.3591854684,88.2201933616,86.9807204604,87.4916482212,23983094,0.0,1.0
MSFT,2018-01-26 00:00:00+00:00,94.06,94.06,92.58,93.12,26348999,88.9960466279,88.9960466279,87.5957260984,88.1066538592,26348999,0.0,1.0
MSFT,2018-01-29 00:00:00+00:00,93.92,95.45,93.72,95.14,30409620,88.8635838751,90.3112125307,88.6743513711,90.0179021495,30409620,0.0,1.0
MSFT,2018-01-30 00:00:00+00:00,92.74,93.66,92.1,93.3,34153798,87.7471121016,88.6175816199,87.1415680888,88.2769631128,34153798,0.0,1.0
MSFT,2018-01-31 00:00:00+00:00,95.01,95.4,93.51,93.75,44284284,89.8949010219,90.2639044047,88.475657242,88.7027362467,44284284,0.0,1.0
MSFT,2018-02-01 00:00:00+00:00,94.26,96.07,93.58,94.79,46645657,89.1852791319,90.8978332931,88.5418886184,89.6867452675,46645657,0.0,1.0
MSFT,2018-02-02 00:00:00+00:00,91.78,93.97,91.5,93.64,47076959,86.8387960824,88.9108920011,86.5738705768,88.5986583695,47076959,0.0,1.0
MSFT,2018-02-05 00:00:00+00:00,88.0,93.24,88.0,90.56,42253469,83.2623017569,88.2201933616,83.2623017569,85.6844778081,42253469,0.0,1.0
MSFT,2018-02-06 00:00:00+00:00,91.33,91.48,85.25,86.89,66157030,86.4130229484,86.5549473264,80.660354827,82.2120613598,66157030,0.0,1.0
MSFT,2018-02-07 00:00:00+00:00,89.61,91.77,89.2,90.49,40340551,84.7856234141,86.8293344572,84.3976967809,85.6182464317,40340551,0.0,1.0
